,eta
270,-0.1433819873722823
271,-0.1461183195750346
272,-0.15655762091018943
273,-0.1374710974263275
274,-0.1398809394252476
275,-0.1435829197536807
276,-0.15023156245149327
277,-0.14016434019776028
278,-0.14080626770266286
279,-0.15164028027981177
280,-0.15581164352090243
281,-0.14985063486786168
282,-0.1326776647993685
283,-0.14760767564596158
284,-0.19206986205017096
285,-0.11272751835396859
286,-0.1353327349019176
287,-0.11989199219477718
288,-0.17321986026999606
289,-0.15235782270489526
290,-0.12815488693521745
291,-0.1293636150004969
292,-0.166693118610341
293,-0.1483835686673738
294,-0.13659174090958087
295,-0.1401911854105576
296,-0.16659266567688097
297,-0.16688028909310823
298,-0.14283249407837656
299,-0.15993069020519118
300,-0.1749930826345704
301,-0.1750610018387417
302,-0.13680478383090375
303,-0.16079578728724694
304,-0.16880525624320988
305,-0.1331840211460098
306,-0.12192772531490453
307,-0.12675077323111777
308,-0.14940439147468396
309,-0.13932108928105064
310,-0.14147079096451945
311,-0.1364917134434622
312,-0.1348811300299339
313,-0.16000024640136293
314,-0.11221760831906616
315,-0.15312464552178603
316,-0.1403988755139603
317,-0.1416181738190211
318,-0.12272797901886592
319,-0.15078388557910127
320,-0.14386488811747158
321,-0.13665282545635107
322,-0.1258973709718454
323,-0.1366951542412577
324,-0.16112377937290262
325,-0.14040410871141762
326,-0.15274383255743088
327,-0.15137483679836208
328,-0.14862542103235812
329,-0.14553300223953963
330,-0.14478334945173021
331,-0.14544723185685665
332,-0.15590077824101348
333,-0.12680047092119412
334,-0.1468594250325056
335,-0.13038953155045016
336,-0.1674100758141106
337,-0.15437023257743868
338,-0.15268541174262637
339,-0.14671122110592583
340,-0.16627799807168608
341,-0.14223091841059693
342,-0.13581697056581493
343,-0.14643963206742847
344,-0.15239840289261503
345,-0.16940841670343101
346,-0.14854962495372026
347,-0.14507278796745238
348,-0.15753265347271356
349,-0.13817649957053893
350,-0.13911670764380135
351,-0.15157196990944927
352,-0.1437208641895246
353,-0.12797983130987173
354,-0.15190012114887783
355,-0.1451937620924609
356,-0.13338739649639944
357,-0.15043560346835236
358,-0.1408404489196434
359,-0.13764181369751408
360,-0.12844253626695518
361,-0.14112194820083562
362,-0.1331846490631887
363,-0.13383095778756343
364,-0.10758520149433531
365,-0.14731711448713086
366,-0.14722905341640435
367,-0.12918753474178163
368,-0.13958436545990108
369,-0.1472528833435213
370,-0.16467175882264537
371,-0.14855104707213476
372,-0.1551238558614713
373,-0.14095696158266643
374,-0.16681104628395044
375,-0.126939689580723
376,-0.13256759914152672
377,-0.1379186625748904
378,-0.15190537117123842
379,-0.17202801104868493
380,-0.12593589641416514
381,-0.11926039635163933
382,-0.14317461116524494
383,-0.16170739401035178
384,-0.12187287362310512
385,-0.10794010650301494
386,-0.15686432295978403
387,-0.13649119512230262
388,-0.13813138439020878
389,-0.11998522557097258
390,-0.13681276588844643
391,-0.14076869069280942
392,-0.14113591623546703
393,-0.12986643567142517
394,-0.14933734285269765
395,-0.1536888822233254
396,-0.1359884883108236
397,-0.1411774276569705
398,-0.13039257142397487
399,-0.15453889348697114
400,-0.1730761992312741
401,-0.13510931205401583
402,-0.12548929417533408
403,-0.16339801337382776
404,-0.15126380542956092
405,-0.1537104835062761
406,-0.1437601614995572
407,-0.13934612385884068
408,-0.14540916718776162
409,-0.14436576210716687
410,-0.13259792370528498
411,-0.12650290117229332
412,-0.14473707128821217
413,-0.13435361140544408
414,-0.11896369745202662
415,-0.13637582039554907
416,-0.14216649293209704
417,-0.12431997113621315
418,-0.10415216142543983
419,-0.13215583516708485
420,-0.15734707830619582
421,-0.14885127820370964
422,-0.11684293205121593
423,-0.12585475366925225
424,-0.1642004456304018
425,-0.14004766285973833
426,-0.13463147787683835
427,-0.16276877169430976
428,-0.13377203779735453
429,-0.11490673893249176
430,-0.12396273096325505
431,-0.1635976228269501
432,-0.14880888996379538
433,-0.13024659428065455
434,-0.14023440955108293
435,-0.16449218136175348
436,-0.15301237736161052
437,-0.12272633051909851
438,-0.13859160898349535
439,-0.12075369140822614
440,-0.15412684801269175
441,-0.14115452906292758
442,-0.13831529524931852
443,-0.13797265101277806
444,-0.16224376026079423
445,-0.12221242408702726
446,-0.1428720479617492
447,-0.13296548724582216
448,-0.1597272256490875
449,-0.138634854273259
450,-0.1385166120813951
451,-0.14950629543733357
452,-0.16388255103776994
453,-0.14237010680686726
454,-0.12638044672006027
455,-0.15585106903452772
456,-0.1755280207530283
457,-0.13128313689522625
458,-0.14387643662948751
459,-0.13040437715430309
460,-0.17841233213871682
461,-0.11604577202378158
462,-0.13678089148760378
463,-0.11874710531086864
464,-0.1408060163456716
465,-0.12661595597695968
466,-0.15106945175096284
467,-0.12240844281175836
468,-0.15036053890080006
469,-0.12875730198383215
470,-0.1535641158220243
471,-0.13381980509109684
472,-0.14477057513594288
473,-0.1489850062644354
474,-0.1598769929269569
475,-0.15524207699134981
476,-0.14632133448505022
477,-0.13918806060089334
478,-0.14957233059266298
479,-0.1498399204218428
480,-0.15751144134175077
481,-0.14171244714709832
482,-0.16162664827302128
483,-0.15137030114073807
484,-0.1436027848957105
485,-0.1225185949017453
486,-0.1346527860555622
487,-0.14181958845008166
488,-0.1493519491393548
489,-0.12789042202926754
490,-0.10729986601408124
491,-0.16236429543130698
492,-0.13967535484215812
493,-0.1519953054851832
494,-0.11429203550320473
495,-0.19480173459656122
496,-0.13461172952438372
497,-0.13240873534806852
498,-0.12976616649210168
499,-0.14998741682538275
500,-0.1170630861750909
501,-0.15491831067554082
502,-0.14039134866514286
503,-0.15616667703746392
504,-0.13621553622188803
505,-0.1549119468283349
506,-0.14648527445347054
507,-0.14366551811916345
508,-0.1331032467366146
509,-0.1490518904084751
510,-0.16605896232119982
511,-0.1311935083888114
512,-0.14104240533083398
513,-0.13544426237644325
514,-0.15393852940338063
515,-0.11413442216110314
516,-0.14453884118659713
517,-0.14452833346790203
518,-0.1703057037981061
519,-0.12156600999404449
520,-0.16032976746058314
521,-0.15411492962897436
522,-0.12496274268124014
523,-0.12927763365679287
524,-0.15867247648778518
525,-0.14762387205936162
526,-0.12407858605475129
527,-0.12561074112297574
528,-0.13577211294254582
529,-0.15063021073785088
530,-0.13440475069776286
531,-0.129274594716253
532,-0.12228612731948887
533,-0.14444513056412864
534,-0.1449822325789082
535,-0.12726691093969017
536,-0.11763866890972642
537,-0.15307329591372543
538,-0.14011729562227032
539,-0.12495946748405289
540,-0.15170559386435195
541,-0.15641530405366455
542,-0.12544654716610287
543,-0.17041898870780048
544,-0.1335318611749156
545,-0.14088339648855763
546,-0.147293052582458
547,-0.17386398936442177
548,-0.13887896781717626
549,-0.1706584302371245
550,-0.12999810170884668
551,-0.16462531685223927
552,-0.14142159009674665
553,-0.140700768892199
554,-0.13129456037490617
555,-0.1820310236938304
556,-0.12903336826391232
557,-0.1633012183044783
558,-0.15091883292526487
559,-0.15832112880918361
560,-0.14297432079952677
561,-0.1574656598716677
562,-0.1506509191120937
563,-0.14622003350285112
564,-0.11988059254682801
565,-0.15739211522976426
566,-0.16245689956809542
567,-0.15760504926151023
568,-0.13848750432444265
569,-0.14278011105779098
570,-0.15572598984319885
571,-0.14735588849082296
572,-0.13189519225311555
573,-0.14844907281345887
574,-0.1496003254121495
575,-0.13660478694373035
576,-0.15419765543253933
577,-0.1545274187229596
578,-0.13040920188135852
579,-0.129421468357881
580,-0.1691223451726143
581,-0.17236838218312353
582,-0.1355585204682672
583,-0.14447101646892593
584,-0.15639060969432025
585,-0.17907123979236966
586,-0.1435879286006262
587,-0.14805939701797344
588,-0.1585956133010509
589,-0.1620064859746509
590,-0.13249817638018785
591,-0.16187029123154417
592,-0.1719356787154505
593,-0.1466972022191211
594,-0.1502307317508269
595,-0.13414625977898387
596,-0.16671581359477045
597,-0.13014567457623102
598,-0.1470653679374585
599,-0.14166823475492007
600,-0.14318456620259756
601,-0.15024837016767945
602,-0.13050019077145616
603,-0.1392047804274364
604,-0.13732606559881894
605,-0.15280776550475064
606,-0.11837672627836895
607,-0.13888328119743484
608,-0.1376747444047909
609,-0.152547404504569
610,-0.14022363021596496
611,-0.13412905225748703
612,-0.13027125736979883
613,-0.173446202419408
614,-0.1333532931664471
615,-0.15671628877008198
616,-0.13499503793165396
617,-0.14344080739973816
618,-0.12700617704662015
619,-0.13947686776454157
620,-0.13101407757974537
621,-0.13991531871601737
622,-0.12918018431268324
623,-0.14388634926352878
624,-0.1295131874864173
625,-0.13391919240014163
626,-0.14290037341727335
627,-0.15151483167130486
628,-0.145122256878022
629,-0.11972475889447537
630,-0.14385165023349755
631,-0.12900464701447273
632,-0.14520156376463392
633,-0.12433470432334698
634,-0.14540871949363962
635,-0.14633106350632027
636,-0.14442408064564416
637,-0.1412120266959722
638,-0.15856264870538023
639,-0.1481708247135937
640,-0.15046373305007835
641,-0.13695688996781819
642,-0.16104868164097108
643,-0.14176021095820973
644,-0.16290076391599517
645,-0.14203662662323796
646,-0.15381412303074116
647,-0.1405894915509127
648,-0.16682394582300536
649,-0.13448426104160782
650,-0.12159045429129446
651,-0.12884849278001098
652,-0.1423419586309335
653,-0.1372608304215872
654,-0.13200031082858427
655,-0.15224831818267454
656,-0.14756519023701267
657,-0.10622682620693058
658,-0.12964937380724567
659,-0.1634436860594534
660,-0.15179385849375826
661,-0.134865351190666
662,-0.15042662955877745
663,-0.17187773632776782
664,-0.12509645580257014
665,-0.14619707802656737
666,-0.16346459462365684
667,-0.12707328052290712
668,-0.12723466144069845
669,-0.14191416142169788
670,-0.15466583189064997
671,-0.1111551546414058
672,-0.15727357052783206
673,-0.17003932048376083
674,-0.15344327370788552
675,-0.13301939074227118
676,-0.15425557701129283
677,-0.1601251488062654
678,-0.1523429935049696
679,-0.14119901526918777
680,-0.1602152168862786
681,-0.15037816489896186
682,-0.1626173121671985
683,-0.1415015555170387
684,-0.13522470930917863
685,-0.15542610459501202
686,-0.15643058746692184
687,-0.13991821511252203
688,-0.1282749049760562
689,-0.13914493932550157
690,-0.14405608493089336
691,-0.1584364831977149
692,-0.14408335074831316
693,-0.1703369753341468
694,-0.12861337774756518
695,-0.15381676387456167
696,-0.1424851138496688
697,-0.15736267708768753
698,-0.1609999700244955
699,-0.1315420201235305
700,-0.12840584318016773
701,-0.15441783082216579
702,-0.13186805643445496
703,-0.11357304536054678
704,-0.13091225288457659
705,-0.14196398690768428
706,-0.15032114724443021
707,-0.13980714746463221
708,-0.12387956833635863
709,-0.1463532167984545
710,-0.1401416612840603
711,-0.14263701530041328
712,-0.12589463837318787
713,-0.1653711204686113
714,-0.1329796741741849
715,-0.11722558240196368
716,-0.12207620460028908
717,-0.14369788395130445
718,-0.15822247029462705
719,-0.13389375480903018
720,-0.12804256374853476
721,-0.1420227538890778
722,-0.1402646117783179
723,-0.13096368335026634
724,-0.14298839161001387
725,-0.14365390747491216
726,-0.14994973462800232
727,-0.14072107543102366
728,-0.1317834227846226
729,-0.14475788123440447
730,-0.14326465659978352
731,-0.13811692934845565
732,-0.14267720111352528
733,-0.13630440863480447
734,-0.1413495820651304
735,-0.13221068344574585
736,-0.14768700830256556
737,-0.12835868321272723
738,-0.133592567318584
739,-0.15280877681356722
740,-0.1550521057984365
741,-0.13589102193336602
742,-0.14775815271496448
743,-0.12798876475803744
744,-0.1469591132617686
745,-0.1401876572046793
746,-0.15432447502198524
747,-0.1352894336026854
748,-0.14988179969815268
749,-0.14907697093073397
750,-0.14293961443221367
751,-0.1458664719598183
752,-0.13948245045289334
753,-0.15956564703642998
754,-0.13930778677048997
755,-0.1246400487788348
756,-0.13401533208471714
757,-0.12311613025372556
758,-0.15014599386932864
759,-0.12705536667117703
760,-0.15572891668713637
761,-0.1527066415849411
762,-0.14677452665470778
763,-0.15083326077314918
764,-0.12090090898862485
765,-0.1545788012612393
766,-0.1422222517352532
767,-0.14936823236944022
768,-0.12912068446683322
769,-0.14576945633524216
770,-0.14068912341324444
771,-0.14774760914075022
772,-0.15214473728745345
773,-0.13949912638963313
774,-0.13484246447951018
775,-0.15913327577932487
776,-0.15310949524424572
777,-0.1492811508355097
778,-0.1377004907477824
779,-0.15973638643108468
780,-0.14091641196694696
781,-0.15374667031261105
782,-0.1276976204630684
783,-0.13822323296476322
784,-0.15428475324971197
785,-0.1729106070688483
786,-0.14142560056463863
787,-0.1337189481402511
788,-0.17845950357113066
789,-0.14834022738669894
790,-0.14632609309469763
791,-0.1376994191490991
792,-0.15273837148243607
793,-0.13121583152892144
794,-0.14585098614000944
795,-0.12284539904317147
796,-0.15177238425644812
797,-0.10740403838607734
798,-0.14956152120312396
799,-0.12305268632472671
800,-0.16083156285059527
801,-0.12905532986429735
802,-0.12597774947184226
803,-0.1418026076936984
804,-0.13737292287149092
805,-0.12707165770526763
806,-0.12574543473693978
807,-0.15171112685222765
808,-0.12081340571299883
809,-0.1377623615949986
810,-0.10760519586218474
811,-0.11911828914529093
812,-0.15186827538446432
813,-0.17283827617854194
814,-0.1354675289755871
815,-0.14703988791291248
816,-0.12647941552813197
817,-0.14492683026597522
818,-0.15173940769789576
819,-0.15273876227628605
820,-0.1384957800364019
821,-0.13307935097358722
822,-0.13578546959743484
823,-0.14576578981745286
824,-0.14511742317696769
825,-0.15311209755417393
826,-0.13716036030732587
827,-0.15152049881398535
828,-0.15756444406178494
829,-0.17695453366875238
830,-0.12244212796045466
831,-0.15643195937202964
832,-0.13998664495503985
833,-0.14879656671844033
834,-0.11930163480681505
835,-0.14366440288935503
836,-0.14315249618644044
837,-0.14237659772349984
838,-0.1455332207521104
839,-0.15314476831352278
840,-0.13497355241732625
841,-0.14497216256091602
842,-0.1307440945709806
843,-0.17287028559207718
844,-0.14138057141239296
845,-0.13054895436227945
846,-0.13075263341746102
847,-0.14881408098942586
848,-0.13858055825433194
849,-0.14598432270476971
850,-0.129208630989468
851,-0.13780688113206963
852,-0.15426860860389952
853,-0.16794081363795213
854,-0.12063444734463681
855,-0.12540951181206184
856,-0.14700077945143938
857,-0.1598260553688185
858,-0.13800197562034552
859,-0.12711078357491143
860,-0.15069877024880218
861,-0.16578520013054798
862,-0.13660750446684805
863,-0.14407334709905234
864,-0.12083693751085726
865,-0.17735550030285213
866,-0.1328030944242869
867,-0.14968592744893236
868,-0.15960309640329254
869,-0.18640883816444467
870,-0.13291330362734596
871,-0.14149138087999236
872,-0.1477147199137929
873,-0.15976398460625288
874,-0.15847927538982512
875,-0.12864479475439117
876,-0.14135859957677205
877,-0.15133807831976587
878,-0.13862898112978414
879,-0.13269437386253866
880,-0.14458633940391916
881,-0.15807989242976325
882,-0.14423876109165099
883,-0.15745482791252036
884,-0.1451017316173745
885,-0.13897063381423783
886,-0.1301566812803897
887,-0.16691515302973217
888,-0.15122852079229984
889,-0.1316988912630601
890,-0.13706516420278744
891,-0.15403051003196516
892,-0.13367428237375362
893,-0.12688650708093482
894,-0.12521195846213629
895,-0.14662010689818258
896,-0.15110681791213185
897,-0.13842307803987364
898,-0.09393002255507849
899,-0.14656872031411464
900,-0.14422308198162995
901,-0.14680502138906093
902,-0.12563217755901648
903,-0.15333327573112732
904,-0.14246286535896976
905,-0.15175547905032255
906,-0.14854456891177856
907,-0.1516698075371242
908,-0.13296681444406605
909,-0.17343964045863683
910,-0.14667808823674944
911,-0.15632808477794796
912,-0.14760379621473163
913,-0.1432012079086864
914,-0.13318060432451778
915,-0.1452849817898734
916,-0.14421865799696468
917,-0.14241733871023204
918,-0.10947829091950653
919,-0.1478726190229469
920,-0.14606666041717126
921,-0.11657077922383192
922,-0.13446671862763884
923,-0.1507073203222376
924,-0.14324890756602687
925,-0.1393643326976701
926,-0.15735933120095152
927,-0.14994321613057415
928,-0.14707444113222173
929,-0.14493225059649031
930,-0.1547295966852753
931,-0.15681556773342045
932,-0.15468149310680843
933,-0.14442860009219097
934,-0.13712153857885567
935,-0.15743194862344387
936,-0.14419031601781301
937,-0.10332581540619451
938,-0.13118993280101696
939,-0.13804594811891552
940,-0.14849756933269798
941,-0.15592033323082424
942,-0.13475947698882706
943,-0.1508614314090451
944,-0.14868704566963592
945,-0.13490911854753992
946,-0.14594106882672986
947,-0.154202068949184
948,-0.1605690498637996
949,-0.13500528832932476
950,-0.1400753010276091
951,-0.1555725585685601
952,-0.13883321179913366
953,-0.11740779500303769
954,-0.1245972947080642
955,-0.15253417909009276
956,-0.1192768716418883
957,-0.1651961016524326
958,-0.1352259703604148
959,-0.13671460603635885
960,-0.12771918349320463
961,-0.12451323014230184
962,-0.15866558080640825
963,-0.15208045711976587
964,-0.12542714616672998
965,-0.14303025489007143
966,-0.14274080556833427
967,-0.16766084549345764
968,-0.13490463163294505
969,-0.13996049301762536
970,-0.12088934597967234
971,-0.15064477442658097
972,-0.11837713999796641
973,-0.14280251899553492
974,-0.12201239624267153
975,-0.14078715320636861
976,-0.13041286408109412
977,-0.13622604763488033
978,-0.11693020685652435
979,-0.1750087503012161
980,-0.14322877188849045
981,-0.12669393514572613
982,-0.11616933369670807
983,-0.16366692035125677
984,-0.13310094352441865
985,-0.12118966549005614
986,-0.13141971254297755
987,-0.13190719435776532
988,-0.14569758040917827
989,-0.11289837616697028
990,-0.16225391495260616
991,-0.13880043456111477
992,-0.1358417754366833
993,-0.1193668941152456
994,-0.15042179896650043
995,-0.15195649912518822
996,-0.12687533936710044
997,-0.16614745713042747
998,-0.14973743411926488
999,-0.1448861905987974
1000,-0.11940895603684784
1001,-0.15770877419303947
1002,-0.15952943967385705
1003,-0.15490376873352818
1004,-0.14643847754300263
1005,-0.14300226810489305
1006,-0.1646305929396305
1007,-0.13847512594117223
1008,-0.16126665591758063
1009,-0.1345631444180181
1010,-0.14230323505511877
1011,-0.12336026078599067
1012,-0.13717432214648267
1013,-0.1287204402235993
1014,-0.12812595272543312
1015,-0.12525303007319294
1016,-0.14090529165097168
1017,-0.12904910489635724
1018,-0.13110382833205314
1019,-0.14383843857946788
1020,-0.13995528345650607
1021,-0.13809338523422357
1022,-0.13854433504781702
1023,-0.1452844969306063
1024,-0.15139609757769257
1025,-0.13493122400770555
1026,-0.144199339904583
1027,-0.1549988454502247
1028,-0.15230779777738393
1029,-0.1669147019072857
1030,-0.14090923479058753
1031,-0.1520718226587321
1032,-0.15969702435626665
1033,-0.16761249684207827
1034,-0.14750671151483807
1035,-0.14947121644573919
1036,-0.1483657265979634
1037,-0.14793946550765663
1038,-0.13102646568228116
1039,-0.13421986612389802
1040,-0.13776224832817824
1041,-0.14087411707542324
1042,-0.1263281725181608
1043,-0.15467897037821757
1044,-0.14061085987659677
1045,-0.15495049867304433
1046,-0.12972718091175497
1047,-0.16332325058283967
1048,-0.1448100911592986
1049,-0.15462256712883335
1050,-0.14270870464444185
1051,-0.15922396778702244
1052,-0.1524441104478713
1053,-0.12159867483871897
1054,-0.13198558619881035
1055,-0.16299365393328544
1056,-0.14952402658151107
1057,-0.13915057853332477
1058,-0.14358492398288397
1059,-0.16008899059958945
1060,-0.14616504725290655
1061,-0.12396660843507634
1062,-0.13440146660557512
1063,-0.1612492877710104
1064,-0.146756266158399
1065,-0.1264398725759269
1066,-0.15157911394998844
1067,-0.14709186391082965
1068,-0.1348293866266016
1069,-0.13955746779935008
1070,-0.1454848911793517
1071,-0.144981972542286
1072,-0.12471730717210801
1073,-0.13789893788415414
1074,-0.1615624319905009
1075,-0.1474671881551995
1076,-0.1535841776161637
1077,-0.11281382175556032
1078,-0.14415944002535272
1079,-0.1356741337741333
1080,-0.1504299638431933
1081,-0.1371805144710511
1082,-0.1352550916212288
1083,-0.1493220408823369
1084,-0.13783433887688376
1085,-0.1184034159843306
1086,-0.1472329709543082
1087,-0.13502650062492677
1088,-0.1399951741169014
1089,-0.10114108827748813
1090,-0.14747030249764267
1091,-0.13506919720483215
1092,-0.13290231050542703
1093,-0.12764846700658364
1094,-0.1510153500004484
1095,-0.14943548811911644
1096,-0.1316627350802713
1097,-0.1333733855716252
1098,-0.15545487447132286
1099,-0.1457789590370261
1100,-0.14983246887800572
1101,-0.12342162354933922
1102,-0.1515263635987554
1103,-0.15195623964336094
1104,-0.1473687681928832
1105,-0.1514601421040572
1106,-0.15529145444440678
1107,-0.14417214850760185
1108,-0.15526580930328016
1109,-0.153513516546488
1110,-0.15582221597411258
1111,-0.12521320603537925
1112,-0.1531436485557107
1113,-0.12944427127877678
1114,-0.13606621789864973
1115,-0.13851291008261502
1116,-0.1632908956837239
1117,-0.13293771714669828
1118,-0.1648688521230839
1119,-0.13899382118956735
1120,-0.14401510232154643
1121,-0.13726085024947865
1122,-0.1600723282021748
1123,-0.13893508047890607
1124,-0.16213365264272542
1125,-0.114101992869965
1126,-0.13936717288309639
1127,-0.12268575000063281
1128,-0.1616086781409456
1129,-0.15037644973973446
1130,-0.144965715560515
1131,-0.13908966943764817
1132,-0.143575547571948
1133,-0.13491128940876013
1134,-0.15182205455214115
1135,-0.14004637776681214
1136,-0.1428959242762394
1137,-0.147257568574828
1138,-0.14169288622302842
1139,-0.15387818454106827
1140,-0.13438269857590585
1141,-0.1511855210222488
1142,-0.14734593607704521
1143,-0.15186902174260172
1144,-0.12619727879305062
1145,-0.13506132171427784
1146,-0.15434193928308698
1147,-0.12172532000525763
1148,-0.13861657219397266
1149,-0.15049629016105984
1150,-0.1392743435057147
1151,-0.11669165908087456
1152,-0.1285728781720612
1153,-0.1567109960722628
1154,-0.15286665347568523
1155,-0.11134907576914357
1156,-0.13401070943419632
1157,-0.11890782206251699
1158,-0.15985767448081162
1159,-0.13142497556078264
1160,-0.16386740049542303
1161,-0.13325660996852695
1162,-0.12475203394743736
1163,-0.13832375772479655
1164,-0.1497900315485977
1165,-0.13389557342015534
1166,-0.1265788404575122
1167,-0.1539903390817967
1168,-0.1729162159202776
1169,-0.1328059947755377
1170,-0.13138549634426738
1171,-0.13904047840353762
1172,-0.1390924707811197
1173,-0.1577271717889839
1174,-0.12370231805662045
1175,-0.13627168058216127
1176,-0.14226538272584952
1177,-0.14341792598947994
1178,-0.12931878387471393
1179,-0.16067851514201179
1180,-0.1333438376515479
1181,-0.130007303308232
1182,-0.13854449945492683
1183,-0.16851660558674578
1184,-0.12531746219366227
1185,-0.15292314509679122
1186,-0.11860707029463195
1187,-0.16376707399800003
1188,-0.12298654007482446
1189,-0.14285291123546315
1190,-0.11941206493761392
1191,-0.1419751496399089
1192,-0.1311066105551829
1193,-0.13458159820295437
1194,-0.1377428604280929
1195,-0.1468265233895194
1196,-0.183919201138095
1197,-0.10755654395568326
1198,-0.14591707030383755
1199,-0.14311580864272197
1200,-0.16039040093571602
1201,-0.14037780634631067
1202,-0.15601963041726136
1203,-0.13596199469715958
1204,-0.1521588443852354
1205,-0.13786085675170434
1206,-0.13872004847259603
1207,-0.13612364204924562
1208,-0.15744348116418894
1209,-0.15146499981790476
1210,-0.12843034562871677
1211,-0.1471707160778816
1212,-0.13446416739313888
1213,-0.17134648145978082
1214,-0.12551711055127235
1215,-0.1383932495897856
1216,-0.12666583390684638
1217,-0.15452728403755683
1218,-0.1317766000284815
1219,-0.14523416662282007
1220,-0.16762017856450287
1221,-0.1549129763815544
1222,-0.1304762872774858
1223,-0.1242876960088705
1224,-0.1759344985399636
1225,-0.12538191122731457
1226,-0.1415065891941364
1227,-0.13161377758978582
1228,-0.14461658589539672
1229,-0.1281151439742132
1230,-0.1295893592886017
1231,-0.14240262611728238
1232,-0.1402732412392126
1233,-0.12470605306688498
1234,-0.14488512579755494
1235,-0.13183695731553582
1236,-0.13449314888234393
1237,-0.1201234787549407
1238,-0.13478927432770088
1239,-0.113851533336677
1240,-0.13960084670003642
1241,-0.1304974226551346
1242,-0.13842547036069125
1243,-0.12015362052895626
1244,-0.1530401164070367
1245,-0.12563348981905254
1246,-0.15139908890786363
1247,-0.14262738893710342
1248,-0.12576185428249181
1249,-0.1359640248084313
1250,-0.1420886202353472
1251,-0.16492139609770892
1252,-0.14277992477904541
1253,-0.1617161850692593
1254,-0.1275226245558324
1255,-0.15601695900202892
1256,-0.1471143666261617
1257,-0.15524274029886564
1258,-0.1307663583844459
1259,-0.17398740572110888
1260,-0.13811321215983335
1261,-0.16431109538461192
1262,-0.13166711608867585
1263,-0.16313516552971413
1264,-0.15645802333856934
1265,-0.1464331366340111
1266,-0.12289147044583165
1267,-0.15823954885176722
1268,-0.15239047157002925
1269,-0.14170793612972704
1270,-0.12590589148976744
1271,-0.15806168350857552
1272,-0.1606335634229014
1273,-0.13111335251660983
1274,-0.1404555604365654
1275,-0.1486482432244274
1276,-0.14316502535026346
1277,-0.13096533180158018
1278,-0.132462402698419
1279,-0.13818807823206383
1280,-0.14252293639801353
1281,-0.13579293054713967
1282,-0.157492006456536
1283,-0.17723986195525432
1284,-0.1491908405221981
1285,-0.145393376937759
1286,-0.1511962156925099
1287,-0.153032155303311
1288,-0.15168528795954705
1289,-0.1389369806819121
1290,-0.16084707496447576
1291,-0.15115073111383343
1292,-0.1454402123042617
1293,-0.13488024983460714
1294,-0.15392952288898035
1295,-0.15343775743735122
1296,-0.1435176319909587
1297,-0.14034567203145148
1298,-0.17254382883253538
1299,-0.1409906074422912
1300,-0.12048667220913695
1301,-0.13197652142984492
1302,-0.16971554565241712
1303,-0.1592490945369989
1304,-0.13876685845210596
1305,-0.1331283788259445
1306,-0.1675751409202748
1307,-0.15475801300004258
1308,-0.12772980183299068
1309,-0.13580755414741158
1310,-0.16290286319809036
1311,-0.1490953090034596
1312,-0.1155655772732129
1313,-0.14218575736150751
1314,-0.14980855664990864
1315,-0.1377707761120419
1316,-0.14795482905067775
1317,-0.1402548140366615
1318,-0.12147437284963244
1319,-0.16626087391431096
1320,-0.13144654411334214
1321,-0.13382860327566695
1322,-0.14015797787362277
1323,-0.16299040510223142
1324,-0.13931888094802403
1325,-0.13315710074590825
1326,-0.12913531526045172
1327,-0.1637028613597211
1328,-0.15364024429589823
1329,-0.16044225102557
1330,-0.13159475792184838
1331,-0.1319013142335043
1332,-0.1551544655402939
1333,-0.14919831254090574
1334,-0.14197095220432726
1335,-0.149863164680578
1336,-0.14507136343498747
1337,-0.14541820285311702
1338,-0.14993116295504524
1339,-0.14841837827500604
1340,-0.14407254563238434
1341,-0.1332325506685541
1342,-0.1524312898236701
1343,-0.13811901212430436
1344,-0.12745124829600132
1345,-0.1235997578921273
1346,-0.15616505899377867
1347,-0.15695589321608117
1348,-0.13891531177320549
1349,-0.14392063378612074
1350,-0.1402721760238887
1351,-0.15211346411541837
1352,-0.12491437768502989
1353,-0.1313265286744727
1354,-0.12894409311872124
1355,-0.14877181718634114
1356,-0.1320578592259873
1357,-0.1649286345463553
1358,-0.11101715784217918
1359,-0.1525546372342923
1360,-0.1393375181983922
1361,-0.14749894287997586
1362,-0.12477079533496464
1363,-0.12973368116064166
1364,-0.1459100734282608
1365,-0.1418471164737533
1366,-0.11921484677924386
1367,-0.15519683759587907
1368,-0.1596694081243325
1369,-0.13522854141465973
1370,-0.11879913943743836
1371,-0.13487153954197328
1372,-0.13974182230873886
1373,-0.12827278643959827
1374,-0.11978183554759961
1375,-0.1257834618701743
1376,-0.16564942315274261
1377,-0.15348750213492032
1378,-0.1144619083256932
1379,-0.13073829557332012
1380,-0.1402640410056001
1381,-0.14281231964167612
1382,-0.1302588702232624
1383,-0.15249518449588773
1384,-0.160796618973783
1385,-0.14742176458324754
1386,-0.1398610266213136
1387,-0.15334260220664048
1388,-0.15281093447875316
1389,-0.1315832773403983
1390,-0.15166025831324706
1391,-0.15300972429543624
1392,-0.1426533899138465
1393,-0.13455929798624822
1394,-0.11925226934874769
1395,-0.15939356021298962
1396,-0.12631040371764363
1397,-0.14875959813163905
1398,-0.1670454060260934
1399,-0.1758706800880417
1400,-0.12981246666159346
1401,-0.14463982874963704
1402,-0.14635870907995918
1403,-0.1464743705789968
1404,-0.13216133394062016
