,F,V,R0,eta
0,2.9264200699646365,1.903079966443303e-07,0.007658811401146668,0.9052799636126749
1,2.6614515259918976,2.1033312959909613e-07,0.0077533070609277915,0.8803239699549783
2,2.774679276443263,1.7349967847330553e-07,0.007537335951245953,0.8700952915343259
3,2.7768722370700294,2.09814332818601e-07,0.007538581531353089,0.9221931485525718
4,2.6592462558557983,2.2240092747209573e-07,0.007333880230169839,0.8749974132186381
5,2.8646641056484086,2.109454621348049e-07,0.007955500112852535,0.8953740651695188
6,2.777904480754794,2.0940715199159832e-07,0.007295255114866803,0.8204148986059916
7,2.7637364209986135,1.9599587796008943e-07,0.007493889402771561,0.926034088325877
8,2.9122459354990617,1.807966802299624e-07,0.007583144935379387,0.8430738648480216
9,2.703586365330381,2.2567977986754394e-07,0.007384214220756611,0.9067665724724334
10,2.746354508760431,2.0336332263563054e-07,0.007599019400382445,0.8450155317356031
11,2.8163996177947,1.8293778352313125e-07,0.007599640935781209,0.9170903277363741
12,2.7943554895809837,2.0921263729583014e-07,0.0073977189143818395,0.8688105053633282
13,2.809642734731252,2.0103327347707708e-07,0.007557549295403372,0.8759778486097324
14,2.8312484698795775,2.020393657919088e-07,0.00743533217639063,0.9159634829082198
15,2.8511884921248885,1.9002159369436843e-07,0.007599266102886349,0.9133874554431579
16,2.9110821277609236,1.7740036782281262e-07,0.007722642446281371,0.9527338969486585
17,2.797654435301237,2.261844776299114e-07,0.007675609683519011,0.8913274827368891
18,2.870717573437329,1.9684031396416665e-07,0.007581528408124113,0.9506108989939438
19,2.797612901965406,2.525496015380946e-07,0.007673859598845624,1.006742579277897
20,2.7734673184516643,1.9129573451283182e-07,0.007619417798864941,0.98729101345425
21,2.8224851054641804,2.0298372593695452e-07,0.007465017355484717,0.8197636428746264
22,2.7770520708645954,2.072589843446316e-07,0.0073991859931330315,0.9689553667980481
23,2.9970799598470843,2.1951868114982118e-07,0.007470170472546781,0.9526604222257163
24,2.709582711645455,1.8617608237103597e-07,0.007749686670304122,1.016503612943619
25,2.880021325725034,2.4811453287918996e-07,0.007469074884761266,0.9421708164757113
26,2.838012852329297,1.886766512069959e-07,0.007544979035457408,0.987942635863613
27,2.7353550038968124,1.9551679305599428e-07,0.007359641855095991,0.8508268748025104
28,2.829657092781877,2.193638619753191e-07,0.007796827261123269,0.930283019189473
29,2.822078941011157,2.2982289018784348e-07,0.007892135012992366,0.9354923380674532
30,2.794416125361743,1.861035249010639e-07,0.007870349172769842,0.9037914760363331
31,2.8712478146231897,1.6432015414027224e-07,0.007428277037032923,0.8195645255399544
32,2.7790663153171797,2.0571319048102393e-07,0.00739664151800169,0.9295098065750137
33,2.9022616938540513,1.8454428434942805e-07,0.007491433325373592,0.875653944608222
34,2.681996693725269,1.7772683577680753e-07,0.0076483548155632285,0.8499934201670508
35,2.893911870999003,1.736432184985508e-07,0.0076190869441862185,0.8462885360256169
36,2.752046613799514,1.7669036947557199e-07,0.007424848767867507,0.9949553429505982
37,2.768868966409101,2.0838588461399708e-07,0.007641536001258367,0.8105274922455314
38,2.7664467489682716,2.2787704397395294e-07,0.0075329462606505675,0.9305795085848795
39,2.726944808917122,2.003832856394847e-07,0.007377987066652604,0.897256057585603
40,2.8392125238602373,2.1638402257833203e-07,0.007216062227903541,0.9231840708157212
41,2.9248885001459577,2.3067603940460234e-07,0.007373719286216615,0.8353119085903222
42,2.9096748893013915,1.9933822748122029e-07,0.007592508854439227,0.8789960144441038
43,2.752447992037661,1.8880376391880537e-07,0.007665868576344578,0.8350517056419817
44,2.9650618622262224,2.019635606859808e-07,0.007564610330835636,0.9285414847841108
45,2.819536169759119,2.2292548531132604e-07,0.007502607985012215,0.7814347789358045
46,2.765205579216325,1.926840346674737e-07,0.007494252362217137,0.905579551794512
47,2.8148483563515625,2.0499621924337987e-07,0.00783154495508984,0.8304210105033826
48,2.6525091356134345,1.8461924400679697e-07,0.007886747777443878,0.819837733594227
49,2.83771094810178,2.0294770615721727e-07,0.007543677582945728,0.7946426244539667
50,2.8708257812480262,1.917509781608881e-07,0.007887523766343628,0.9153742412546675
51,2.8504291117305804,2.306110066150068e-07,0.007364437796108221,0.8504520162240253
52,2.9376750953572417,2.0177577657642419e-07,0.00750780195353214,0.8596798694283273
53,2.8668013746060033,2.0291593663087773e-07,0.007673804066676251,0.8255641109083076
54,2.772121453421628,1.9773168840555725e-07,0.007464156629921614,0.9236725111287937
55,2.8729549545588937,1.864033004527624e-07,0.00773462490315646,0.812893594605571
56,2.777783947255149,1.7076973792364116e-07,0.007325981889094227,0.8622421785980613
57,2.8481464175652005,1.8867896316377982e-07,0.007413054536642123,0.8620330282228341
58,2.7072777906939898,2.245394241655374e-07,0.00735966838231247,0.9358807356836307
