,F,V,R0,eta
0,5.705674845375593,2.538269837293159e-07,0.007416476591526418,0.9052799636126749
1,5.585644068627726,1.73926661263417e-07,0.007052113982886748,0.8803239699549783
2,5.720967474740863,1.7199563360622462e-07,0.007849270912243626,0.8700952915343259
3,5.599634218877984,2.076270283494525e-07,0.007343734094858809,0.9221931485525718
4,5.713198939159384,2.191179503956363e-07,0.007376415989231202,0.8749974132186381
5,5.761363185404683,1.663466411599958e-07,0.007208601651760327,0.8953740651695188
6,5.608072115936282,1.7201862363674842e-07,0.007249522170470903,0.8204148986059916
7,5.687207893400036,2.392052498268796e-07,0.007361433400322093,0.926034088325877
8,5.814102674812673,2.0237796725897484e-07,0.007131614635194165,0.8430738648480216
9,5.682937555397068,1.6880383192936034e-07,0.006993855991808916,0.9067665724724334
10,5.59567838040374,2.1130595881890066e-07,0.006947820340474718,0.8450155317356031
11,5.813594370253679,1.900167004299282e-07,0.007316726734095556,0.9170903277363741
12,5.701116732943392,1.718883313062711e-07,0.006751385075204935,0.8688105053633282
13,5.792561272092155,2.311304002064599e-07,0.007251975839740301,0.8759778486097324
14,5.723180117067086,1.9544589386668437e-07,0.006817612021668137,0.9159634829082198
15,5.795283382183382,2.0756505281857364e-07,0.007038441176186258,0.9133874554431579
16,5.48099703301536,2.0761473036430728e-07,0.007203001071125028,0.9527338969486585
17,5.679881260989538,2.220789562333356e-07,0.007316894833033816,0.8913274827368891
18,5.773013204669391,1.7396508647640185e-07,0.007058811048090734,0.9506108989939438
19,5.827799316875666,1.9471856916887493e-07,0.006745351649542868,1.006742579277897
20,6.006699288902526,2.233515696989099e-07,0.007239990643457211,0.98729101345425
21,5.678543600629604,2.298300284595359e-07,0.007226378915959234,0.8197636428746264
22,5.594118144161719,2.1168589975259003e-07,0.006942004641065826,0.9689553667980481
23,5.6558096163661595,2.023937929606642e-07,0.007126751675778766,0.9526604222257163
24,5.6918553613844,1.938387736589497e-07,0.0068583874952513795,1.016503612943619
25,5.650927160665451,1.7610963781482287e-07,0.007009994990666413,0.9421708164757113
26,5.716140510082578,2.5362337315491547e-07,0.007404975713895752,0.987942635863613
27,5.819353571660085,2.5003922528997927e-07,0.007210911921095872,0.8508268748025104
28,5.685042740248864,1.8630956133771265e-07,0.007273897150032844,0.930283019189473
29,5.648785621047834,1.9972868595911226e-07,0.006858427351606502,0.9354923380674532
30,5.7443672566510635,1.7733991325527596e-07,0.007296590092675969,0.9037914760363331
31,5.645769975257725,2.2646381721128353e-07,0.007192110999443482,0.8195645255399544
