,F,V,R0,eta
0,8.411751070332082,2.0646516038711808e-07,0.007017730055135918,0.9052799636126749
1,8.3505811536538,1.825196798524892e-07,0.007390499928092171,0.8803239699549783
2,8.469282686805332,2.1872202867439576e-07,0.007447924204751787,0.8700952915343259
3,8.673563871033293,2.310580674446635e-07,0.007132462416242447,0.9221931485525718
4,8.344816710724896,1.927112628880185e-07,0.0072366644340422824,0.8749974132186381
5,8.551121473524711,1.917000271362741e-07,0.00721295488946148,0.8953740651695188
6,8.479888381632911,2.1491141512980834e-07,0.007437718690624123,0.8204148986059916
7,8.459778568401369,1.83098470609629e-07,0.007642047960675098,0.926034088325877
8,8.515074589172233,1.7098528872461088e-07,0.007660286249651388,0.8430738648480216
9,8.552037750873666,1.8458703590924075e-07,0.006990902835065714,0.9067665724724334
10,8.560915512260097,2.1483223894826947e-07,0.006919765519643004,0.8450155317356031
11,8.552440801514201,2.0876769100070163e-07,0.007740340931911882,0.9170903277363741
12,8.456387938078171,2.1360047009612423e-07,0.007517170263041792,0.8688105053633282
13,8.622446767551944,2.047269458223199e-07,0.007014408218812778,0.8759778486097324
14,8.307756405773128,1.8597283539294693e-07,0.007655110974292317,0.9159634829082198
15,8.258553591975588,2.1657475288394896e-07,0.00774712784037629,0.9133874554431579
16,8.544206299776555,1.954205426491861e-07,0.007432362828794662,0.9527338969486585
17,8.501726343071411,2.275448802085934e-07,0.007328755154208775,0.8913274827368891
18,8.610180687878003,1.965534368146105e-07,0.007271091552490318,0.9506108989939438
19,8.431586996384405,2.221040399418139e-07,0.007627050594200789,1.006742579277897
20,8.453485038973085,2.1156053221501941e-07,0.007276935589886712,0.98729101345425
21,8.590890087883523,1.9494345004114044e-07,0.007088270051587863,0.8197636428746264
22,8.453009838815715,2.1497101771078697e-07,0.007571142020387334,0.9689553667980481
23,8.553789253353894,2.0327438289315853e-07,0.007023390271765808,0.9526604222257163
24,8.421988835022908,2.1841568608971451e-07,0.00751245816873308,1.016503612943619
25,8.586004734523861,1.5692443390308789e-07,0.007558662667932622,0.9421708164757113
26,8.544953704935622,2.1799319891349117e-07,0.00763209356954757,0.987942635863613
27,8.398431483060723,1.9111911980535193e-07,0.007700543761458086,0.8508268748025104
28,8.469945208639372,2.570100036160443e-07,0.007746559523503729,0.930283019189473
29,8.525944883666064,2.1235301094445696e-07,0.007606169827563031,0.9354923380674532
30,8.558923046932053,1.9634885262424544e-07,0.007419495089857308,0.9037914760363331
