,F,V,R0,eta0d,gamma,alpha
0,2.8232717615645306,5.395495490935198e-07,0.010393094034645707,32.17652938458949,0.06349799356571684,0.34745889116190415
1,2.891084347061484,5.586906322961076e-07,0.011347970162105044,31.97631084431805,0.06717350014812516,0.46097206715802064
2,2.781627121734293,6.334753538577995e-07,0.011620390158248128,32.08944352674625,0.06365785065398338,0.08778712028308758
3,3.1007845581989923,5.93656937995687e-07,0.011455007325342822,32.151718968920264,0.06199977925207341,0.19626306726419857
4,2.8603200314813537,5.156781006977489e-07,0.011705531951816612,31.892005851872455,0.06380107326660438,0.17573332909784692
5,2.8228064898695364,5.222318875329464e-07,0.01260886186447302,32.10484592187491,0.06576876580575433,0.32682890553525107
6,3.099121721296078,4.884799343350175e-07,0.012340811849750078,32.040223322483456,0.06527118767646217,0.12323507505888567
7,2.76194588060083,4.6565766919675603e-07,0.011532722353271636,32.241795398077926,0.06771987903679204,0.17545876583612768
8,2.776901520378873,4.755378775418527e-07,0.011744911062901835,32.480161651684185,0.06419307738800345,0.45802966771603876
9,2.915302518664447,5.667656450169268e-07,0.011192380769697755,32.11489145362727,0.06064922911833681,0.16130056978409874
10,2.9570263735529423,5.816346919749194e-07,0.011653993313342173,31.893735753575545,0.06580436728964725,0.4055435745866485
11,2.6910673993689875,5.304329852498857e-07,0.011842146768006198,32.1903964553355,0.06734014711427533,0.17395878301328696
12,2.717930427105195,4.374195053416891e-07,0.011896653499000083,32.09933271427416,0.06807065013205246,0.2688935364381452
13,2.913088775362237,6.139875379952696e-07,0.012038691280469176,32.01815253184504,0.06434807637200048,0.21130419547924637
14,2.688549800255973,5.619624834827441e-07,0.012455899157418496,32.27933254675496,0.06998682858880362,0.1322474604958576
15,2.7327135028727474,5.236072138132922e-07,0.012263350276385766,32.19888848639135,0.06555932381995797,0.5293715708350248
16,2.888019189814127,5.221196741794433e-07,0.012214892916740775,31.982856852574166,0.06677150216855084,0.2406206948481547
17,2.942036389222296,5.90635809477979e-07,0.011023611777223158,32.08476436283633,0.06887503725305881,0.25905691532310515
18,2.811021629412785,6.041965132440117e-07,0.01139826076120716,32.12986320059355,0.06426279308808848,0.33906912983022597
